test,test_name,scale,domain,subdomain,narrow,pass,verbal,timed,score_type,test_type,description
nepsy2,NEPSY-2,Body Part Identification,Verbal/Language,Knowledge,Expressive Vocabulary,Simultaneous,Verbal,Untimed,scaled_score,npsych_test,Correctly identifying body parts
nepsy2,NEPSY-2,Body Part Naming,Verbal/Language,Retrieval,Expressive Vocabulary,Simultaneous,Verbal,Untimed,scaled_score,npsych_test,Correctly naming body parts
nepsy2,NEPSY-2,Design Copying,Visual Perception/Construction,Organization,Visuomotor Integration,Planning,Nonverbal,Untimed,scaled_score,npsych_test,The ability to copy 2-dimensional geometric figures
nepsy2,NEPSY-2,Design Fluency,Attention/Executive,Generativity,Nonverbal Fluency,Sequential,Nonverbal,Timed,scaled_score,npsych_test,The patient's ability to generate novel designs while following specific rules within a time limit
nepsy2,NEPSY-2,Imitating Hand Positions,Motor,Graphomotor Control,Graphomotor Control,Simultaneous,Nonverbal,Untimed,scaled_score,npsych_test,Ability to imitate hand and finger positions
nepsy2,NEPSY-2,Imitating Hand Positions-Dominant,Motor,Graphomotor Control,Graphomotor Control,Simultaneous,Nonverbal,Untimed,scaled_score,npsych_test,Ability to imitate hand and finger positions (dominant hand)
nepsy2,NEPSY-2,Imitating Hand Positions-Nondominant,Motor,Graphomotor Control,Graphomotor Control,Simultaneous,Nonverbal,Untimed,scaled_score,npsych_test,Ability to imitate hand and finger positions (nondominant hand)
nepsy2,NEPSY-2,Narrative Memory Recall,Memory,Delayed Recall,Story Memory,Sequential,Verbal,Untimed,scaled_score,npsych_test,"Narrative memory learning under free recall, cued recall, and recognition conditions"
nepsy2,NEPSY-2,Narrative Memory Recognition,Memory,Recognition Memory,Story Memory Recognition,Sequential,Verbal,Untimed,scaled_score,npsych_test,Story memory recognition
nepsy2,NEPSY-2,Oromotor Sequences,Verbal/Language,Speech,Speech Articulation,Sequential,Verbal,Untimed,scaled_score,npsych_test,Oromotor coordination in repeating articulatory sequences
nepsy2,NEPSY-2,Sentence Repetition,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Untimed,scaled_score,npsych_test,Ability to repeat sentences of increasing complexity and length
nepsy2,NEPSY-2,Statue,Attention/Executive,Executive Functioning,Cognitive Control,Attention,Nonverbal,Timed,scaled_score,npsych_test,Motor persistence and inhibition
nepsy2,NEPSY-2,Statue-Body Movement,Attention/Executive,Executive Functioning,Cognitive Control,Attention,Nonverbal,Timed,scaled_score,npsych_test,Motor persistence and inhibition (body)
nepsy2,NEPSY-2,Statue-Eye Opening,Attention/Executive,Executive Functioning,Cognitive Control,Attention,Nonverbal,Timed,scaled_score,npsych_test,Motor persistence and inhibition (eye opening)
nepsy2,NEPSY-2,Statue-Vocalization,Attention/Executive,Executive Functioning,Cognitive Control,Attention,Nonverbal,Timed,scaled_score,npsych_test,Motor persistence and inhibition (vocalization)
nepsy2,NEPSY-2,Theory of Mind,Social Cognition,Social Perception,Theory of Mind,Sequential,Verbal,Untimed,scaled_score,npsych_test,Ability to understand mental functions and another s point of view
nepsy2,NEPSY-2,Theory of Mind Verbal,Social Cognition,Social Perception,Theory of Mind,Sequential,Verbal,Untimed,scaled_score,npsych_test,Ability to understand mental functions and another's point of view (verbal)
nepsy2,NEPSY-2,Visuomotor Precision,Motor,Graphomotor Speed,Graphomotor Speed,Sequential,Nonverbal,Timed,scaled_score,npsych_test,Graphomotor speed and accuracy
nepsy2,NEPSY-2,Visuomotor Precision Completion Time,Motor,Graphomotor Speed,Graphomotor Speed,Sequential,Nonverbal,Timed,scaled_score,npsych_test,Graphomotor speed and accuracy (time)
nepsy2,NEPSY-2,Visuomotor Precision Errors,Motor,Graphomotor Speed,Graphomotor Speed,Attention,Nonverbal,Timed,scaled_score,npsych_test,Graphomotor speed and accuracy (errors)
nepsy2,NEPSY-2,Visuomotor Precision Pencil Lifts,Motor,Graphomotor Speed,Graphomotor Speed,Attention,Nonverbal,Timed,scaled_score,npsych_test,Graphomotor speed and accuracy (pencil lifts
nepsy2,NEPSY-2,Word Generation-Initial Letter,Verbal/Language,Verbal/Language,Verbal/Language,Sequential,Verbal,Timed,npsych_test,scaled_score,The patient's ability to generate words that fit a specific phonemic category within a time limit
nepsy2,NEPSY-2,Word Generation-Semantic,Verbal/Language,Fluency,Semantic Fluency,Sequential,Verbal,Timed,scaled_score,npsych_test,The patient's ability to generate words within specific semantically-related categories
pai,PAI,Activity Level,Psychiatric Disorders,Mania/Hypomania,Mania/Hypomania,NA,NA,NA,t_score,rating_scale,this activity level renders the person confused and difficult to understand
pai,PAI,Affective (A),Psychiatric Disorders,Anxiety,Anxiety,NA,NA,NA,t_score,rating_scale,"high scorers experience a great deal of tension, have difficulty with relaxing and tend to be easily fatigued as a result of high-perceived stress"
pai,PAI,Affective (D),Psychiatric Disorders,Depression,Depression,NA,NA,NA,t_score,rating_scale,"elevations suggest sadness, a loss of interest in normal activities and a loss if one's sense of pleasure in things that were previously enjoyed"
pai,PAI,Affective Instability,Personality Disorders,Borderline Personality,Borderline Personality Disorder,NA,NA,NA,t_score,rating_scale,"a propensity to experience a particular negative affect (anxiety, depression, or anger is the typical response)"
pai,PAI,Aggression,Psychiatric Disorders,Aggression,Aggression,NA,NA,NA,t_score,rating_scale,"scores are indicative of an individual who may be seen as impatient, irritable, and quick-tempered"
pai,PAI,Aggressive Attitude,Psychiatric Disorders,Aggression,Aggression,NA,NA,NA,t_score,rating_scale,suggest an individual who is easily angered and frustrated; others may perceive him as hostile and readily provoked
pai,PAI,ALC Estimated Score,Substance Use,Alcohol Use,Alcohol Use Disorder,NA,NA,NA,t_score,rating_scale,NA
pai,PAI,Alcohol Problems,Substance Use,Alcohol Use,Alcohol Use Disorder,NA,NA,NA,t_score,rating_scale,are indicative of an individual who may drink regularly and may have experienced some adverse consequences as a result
pai,PAI,Antisocial Behaviors,Personality Disorders,Antisocial Personality,Antisocial Personality Disorder,NA,NA,NA,t_score,rating_scale,scores suggest a history of difficulties with authority and with social convention
pai,PAI,Antisocial Features,Personality Disorders,Antisocial Personality,Antisocial Personality Disorder,NA,NA,NA,t_score,rating_scale,"individuals are likely to be impulsive and hostile, perhaps with a history of reckless and/or antisocial acts"
pai,PAI,Anxiety,Psychiatric Disorders,Anxiety,Anxiety,NA,NA,NA,t_score,rating_scale,reflecting a generalized impairment associated with anxiety
pai,PAI,Anxiety-Related Disorders,Psychiatric Disorders,Anxiety,Anxiety Disorder,NA,NA,NA,t_score,rating_scale,reflecting multiple anxiety-disorder diagnoses and broad impairment associated with anxiety
pai,PAI,Back Random Responding,Symptom Validity,Response Inconsistency,Back Random Responding,NA,NA,NA,t_score,symptom_validity,Back Random Responding
pai,PAI,Borderline Features,Personality Disorders,Borderline Personality,Borderline Personality Disorder,NA,NA,NA,t_score,rating_scale,behaviors typically associated with borderline personality disorder
pai,PAI,Cashel Discriminant Function,Symptom Validity,Positive Impression,Cashel Discriminant Function,NA,NA,NA,t_score,symptom_validity,Cashel Discriminant Function
pai,PAI,Cognitive (A),Psychiatric Disorders,Anxiety,Anxiety,NA,NA,NA,t_score,rating_scale,elevations indicate worry and concern about current (often uncontrollable) issues that compromise the person's ability to concentrate and attend
pai,PAI,Cognitive (D),Psychiatric Disorders,Depression,Depression,NA,NA,NA,t_score,rating_scale,a higher scorer is likely to report feeling hopeless and as having failed at most important life tasks
pai,PAI,Conversion,Psychiatric Disorders,Somatic Symptom Disorder,Somatic Symptom Disorder,NA,NA,NA,t_score,rating_scale,"moderate elevations may be seen in neurological disorders with CNS impairment involving sensorimotor problems, MS, CVA/stroke, or neuropsychological associated with chronic alcoholism"
pai,PAI,Defensiveness Index,Symptom Validity,Positive Impression,Defensiveness Index,NA,NA,NA,t_score,symptom_validity,Defensiveness Index
pai,PAI,Depression,Psychiatric Disorders,Depression,Depression,NA,NA,NA,t_score,rating_scale,"person feels hopeless, discouraged and useless"
pai,PAI,Dominance,Psychosocial Problems,Interpersonal,Interpersonal,NA,NA,NA,t_score,rating_scale,"average scores reflect an individual who is likely to be able to adapt to different interpersonal situations, by being able to both take and relinquish control in these relationships as needed"
pai,PAI,DRG Estimated Score,Substance Use,Drug Use,Drug Use Disorder,NA,NA,NA,t_score,rating_scale,NA
pai,PAI,Drug Problems,Substance Use,Drug Use,Drug Use Disorder,NA,NA,NA,t_score,rating_scale,scores are indicative of a person who may use drugs on a fairly regular basis and may have experienced some adverse consequences as a result
pai,PAI,Egocentricity,Personality Disorders,Antisocial Personality,Antisocial Personality Disorder,NA,NA,NA,t_score,rating_scale,suggest a person who tends to be self-centered and pragmatic in interaction with others
pai,PAI,Grandiosity,Psychiatric Disorders,Mania/Hypomania,Mania/Hypomania,NA,NA,NA,t_score,rating_scale,"person may have little capacity to recognize personal limitations, to the point where one is not able to think clearly about one's capabilities"
pai,PAI,Health Concerns,Psychiatric Disorders,Somatic Symptom Disorder,Somatic Symptom Disorder,NA,NA,NA,t_score,rating_scale,"elevations indicate a poor health may be a major component of the self-image, with the person accustomed to being in the patient role"
pai,PAI,Hong Defensiveness Index,Symptom Validity,Positive Impression,Hong Defensiveness Index,NA,NA,NA,t_score,symptom_validity,Hong Defensiveness Index
pai,PAI,Hong Malingering Index,Symptom Validity,Negative Impression,Hong Malingering Index,NA,NA,NA,t_score,symptom_validity,Hong Malingering Index
pai,PAI,Hong Randomness Index,Symptom Validity,Response Inconsistency,Hong Randomness Index,NA,NA,NA,t_score,symptom_validity,Hong Randomness Index
pai,PAI,Hypervigilance,Psychiatric Disorders,Schizophrenia Spectrum Disorders,Schizophrenia Spectrum Disorder,NA,NA,NA,t_score,rating_scale,suggest a person who is pragmatic and skeptical in relationships
pai,PAI,Identity Problems,Personality Disorders,Borderline Personality,Borderline Personality Disorder,NA,NA,NA,t_score,rating_scale,suggest uncertainty about major life issues and difficulties in developing and maintaining a sense of purpose
pai,PAI,Inattention (INATTN) Index,ADHD,Attention Problems,Inattention,NA,NA,NA,t_score,rating_scale,NA
pai,PAI,Inconsistency,Symptom Validity,Response Inconsistency,Inconsistency,NA,NA,NA,t_score,symptom_validity,Inconsistency
pai,PAI,Infrequency,Symptom Validity,Negative Impression,Infrequency,NA,NA,NA,t_score,symptom_validity,Infrequency
pai,PAI,Irritability,Psychiatric Disorders,Mania/Hypomania,Mania/Hypomania,NA,NA,NA,t_score,rating_scale,person is very volatile in response to frustration and his judgment in such situations may be poor
pai,PAI,Malingered Pain-Related Disability Discriminant Function,Symptom Validity,Negative Impression,Malingered Pain-Related Disability Discriminant Function,NA,NA,NA,t_score,symptom_validity,Malingered Pain-Related Disability Discriminant Function
pai,PAI,Malingering Index,Symptom Validity,Negative Impression,Malingering Index,NA,NA,NA,t_score,symptom_validity,Malingering Index
pai,PAI,Mania,Psychiatric Disorders,Mania/Hypomania,Mania/Hypomania,NA,NA,NA,t_score,rating_scale,"scores are associated with disorders such as mania, hypomania, or cyclothymia"
pai,PAI,Multiscale Feigning Index,Symptom Validity,Negative Impression,Multiscale Feigning Index,NA,NA,NA,t_score,symptom_validity,Multiscale Feigning Index
pai,PAI,Negative Distortion Scale,Symptom Validity,Negative Impression,Negative Distortion Scale,NA,NA,NA,t_score,symptom_validity,Negative Distortion Scale
pai,PAI,Negative Impression Management,Symptom Validity,Negative Impression,Negative Impression Management,NA,NA,NA,t_score,symptom_validity,Negative Impression Management
pai,PAI,Negative Relationships,Personality Disorders,Borderline Personality,Borderline Personality Disorder,NA,NA,NA,t_score,rating_scale,person is likely to be bitter and resentful about the way past relationships have gone
pai,PAI,Nonsupport,Psychosocial Problems,Social Environment,Social Environment,NA,NA,NA,t_score,rating_scale,"social relationships are perceived as offering little support - family relationships may be either distant or combative, whereas friends are generally seen as unavailable or not helpful when needed"
pai,PAI,Obsessive-Compulsive,Psychiatric Disorders,Anxiety,Anxiety Disorder,NA,NA,NA,t_score,rating_scale,scores marked rigidity and significant ruminative concerns
pai,PAI,Paranoia,Psychiatric Disorders,Schizophrenia Spectrum Disorders,Schizophrenia Spectrum Disorder,NA,NA,NA,t_score,rating_scale,individuals are likely to be overtly suspicious and hostile
pai,PAI,Persecution,Psychiatric Disorders,Schizophrenia Spectrum Disorders,Schizophrenia Spectrum Disorder,NA,NA,NA,t_score,rating_scale,suggest an individual who is quick to feel that they are being treated inequitably and easily believes that there is concerted effort among others to undermine their best interests
pai,PAI,Phobias,Psychiatric Disorders,Anxiety,Anxiety Disorder,NA,NA,NA,t_score,rating_scale,"indicate impairing phobic behaviors, with avoidance of the feared object or situation"
pai,PAI,Physical Aggression,Psychiatric Disorders,Aggression,Aggression,NA,NA,NA,t_score,rating_scale,"suggest that losses of temper are more common and that the person is prone to more physical displays of anger, perhaps breaking objects or engaging in physical confrontations"
pai,PAI,Physiological (A),Psychiatric Disorders,Anxiety,Anxiety,NA,NA,NA,t_score,rating_scale,"high scorers my not psychologically experience themselves as anxious, but show physiological signs that most people associate with anxiety"
pai,PAI,Physiological (D),Psychiatric Disorders,Depression,Depression,NA,NA,NA,t_score,rating_scale,"elevations suggest a change in level of physical functioning, typically with a disturbance in sleep pattern, a decrease in energy and level of sexual interest and a loss of appetite and/or weight loss"
pai,PAI,Positive Distortion Scale,Symptom Validity,Positive Impression,Positive Distortion Scale,NA,NA,NA,t_score,symptom_validity,Positive Distortion Scale
pai,PAI,Positive Impression Management,Symptom Validity,Positive Impression,Positive Impression Management,NA,NA,NA,t_score,symptom_validity,Positive Impression Management
pai,PAI,Psychotic Experiences,Psychiatric Disorders,Schizophrenia Spectrum Disorders,Schizophrenia Spectrum Disorder,NA,NA,NA,t_score,rating_scale,person may strike others as peculiar and eccentric
pai,PAI,Resentment,Psychiatric Disorders,Schizophrenia Spectrum Disorders,Schizophrenia Spectrum Disorder,NA,NA,NA,t_score,rating_scale,increasing tendency to attribute any misfortunes to the neglect of others and to discredit the successes of others as being the result of luck or favoritism
pai,PAI,Rogers Discriminant Function,Symptom Validity,Negative Impression,Rogers Discriminant Function,NA,NA,NA,t_score,symptom_validity,Rogers Discriminant Function
pai,PAI,Schizophrenia,Psychiatric Disorders,Schizophrenia Spectrum Disorders,Schizophrenia Spectrum Disorder,NA,NA,NA,t_score,rating_scale,associated with an active schizophrenic episode
pai,PAI,Self-Harm,Personality Disorders,Borderline Personality,Borderline Personality Disorder,NA,NA,NA,t_score,rating_scale,reflect levels of impulsivity and recklessness that become more hazardous as scores rise
pai,PAI,Social Detachment,Psychiatric Disorders,Schizophrenia Spectrum Disorders,Schizophrenia Spectrum Disorder,NA,NA,NA,t_score,rating_scale,reflects a person who neither desires nor enjoys the meaning to personal relationships
pai,PAI,Somatic Complaints,Psychiatric Disorders,Somatic Symptom Disorder,Somatic Symptom Disorder,NA,NA,NA,t_score,rating_scale,degree of concern about physical functioning and health matters and the extent of perceived impairment arising from somatic symptoms
pai,PAI,Somatization,Psychiatric Disorders,Somatic Symptom Disorder,Somatic Symptom Disorder,NA,NA,NA,t_score,rating_scale,"high scorers describe general lethargy and malaise, and the presentation is one of complaintiveness and dissatisfaction"
pai,PAI,Stimulus-Seeking,Personality Disorders,Antisocial Personality,Antisocial Personality Disorder,NA,NA,NA,t_score,rating_scale,patient is likely to manifest behavior that is reckless and potentially dangerous to himself and/or those around him
pai,PAI,Stress,Psychosocial Problems,Social Environment,Social Environment,NA,NA,NA,t_score,rating_scale,individuals may be experiencing a moderate degree of stress as a result of difficulties in some major life area
pai,PAI,Suicidal Ideation,Psychiatric Disorders,Depression,Depression,NA,NA,NA,t_score,rating_scale,scores are typically of an individual who is seen in clinical settings
pai,PAI,Thought Disorder,Psychiatric Disorders,Schizophrenia Spectrum Disorders,Schizophrenia Spectrum Disorder,NA,NA,NA,t_score,rating_scale,suggest problems in concentration and decision-making
pai,PAI,Traumatic Stress,Psychiatric Disorders,Anxiety,Anxiety Disorder,NA,NA,NA,t_score,rating_scale,trauma (single or multiple) is the overriding focus of the person's life
pai,PAI,Treatment Rejection,Psychosocial Problems,Treatment Considerations,Treatment Considerations,NA,NA,NA,t_score,rating_scale,"average scores suggest a person who acknowledges major difficulties in their functioning, and perceives an acute need for help in dealing with these problems"
pai,PAI,Verbal Aggression,Psychiatric Disorders,Aggression,Aggression,NA,NA,NA,t_score,rating_scale,"reflects a person who is assertive and not intimidated by confrontation and, toward the upper end of this range, he may be verbally aggressive"
pai,PAI,Warmth,Psychosocial Problems,Interpersonal,Interpersonal,NA,NA,NA,t_score,rating_scale,"average scores reflect an individual who is likely to be able to adapt to different interpersonal situations, by being able to tolerate close attachment but also capable of maintaining some distance in relationships as needed"
pegboard,Grooved Pegboard,Dominant Hand Time,Motor,Fine Motor Dexterity,Dominant Hand Dexterity,Sequential,Nonverbal,Timed,t_score,npsych_test,Fine-motor dexterity (dominant hand)
pegboard,Grooved Pegboard,Nondominant Hand Time,Motor,Fine Motor Dexterity,Nondominant Hand Dexterity,Sequential,Nonverbal,Timed,t_score,npsych_test,Nondominant hand dexterity
rbans,RBANS,Attention Index,Attention/Executive,Attention,Attention Index,Attention,NA,NA,standard_score,npsych_test,General attentional and executive functioning
rbans,RBANS,Coding,Attention/Executive,Processing Speed,Cognitive Efficiency,Planning,Nonverbal,Timed,scaled_score,npsych_test,"Efficiency of psychomotor speed, visual scanning ability, and visual-motor coordination"
rbans,RBANS,Delayed Memory Index,Memory,Delayed Recall,Delayed Memory Index,NA,NA,Untimed,standard_score,npsych_test,Long-term recall of verbal and nonverbal material
rbans,RBANS,Digit Span,Attention/Executive,Attention,Attention Span,Attention,Verbal,Untimed,scaled_score,npsych_test,Attention span and auditory attention
rbans,RBANS,Figure Copy,Visual Perception/Construction,Organization,Figure Copy,Simultaneous,Nonverbal,Untimed,scaled_score,npsych_test,Copy of a complex abstract figure
rbans,RBANS,Figure Recall,Memory,Delayed Recall,Visual Memory,Simultaneous,Nonverbal,Untimed,scaled_score,npsych_test,Long-term recall and reconstruction of a complex abstract figure
rbans,RBANS,Immediate Memory Index,Memory,Learning Efficiency,Immediate Memory Index,Sequential,Verbal,Untimed,standard_score,npsych_test,Composite verbal learning of a word list and a logical story
rbans,RBANS,Language Index,Verbal/Language,Receptive/Expressive,Language Index,Sequential,Verbal,NA,standard_score,npsych_test,General language processing
rbans,RBANS,Line Orientation,Visual Perception/Construction,Perception,Line Perception,Simultaneous,Nonverbal,Untimed,percentile,npsych_test,Basic perception of visual stimuli
rbans,RBANS,List Learning,Memory,Learning Efficiency,Word-List Learning,Sequential,Verbal,Untimed,scaled_score,npsych_test,Word list learning
rbans,RBANS,List Recall,Memory,Delayed Recall,Word-List Learning,Sequential,Verbal,Untimed,percentile,npsych_test,Long-term recall of a word list
rbans,RBANS,List Recognition,Memory,Recognition Memory,Recognition Memory,Sequential,Verbal,Untimed,percentile,npsych_test,Delayed recognition of a word list
rbans,RBANS,Picture Naming,Verbal/Language,Retrieval,Naming,Knowledge,Verbal,Untimed,percentile,npsych_test,Confrontation naming/expressive vocabulary
rbans,RBANS,RBANS Total Index,General Cognitive Ability,Neuropsychological Functioning,RBANS Total Index,NA,NA,NA,standard_score,npsych_test,Composite indicator of brief/broad neuropsychological functioning
rbans,RBANS,Semantic Fluency,Verbal/Language,Fluency,Semantic Fluency,Sequential,Verbal,Timed,scaled_score,npsych_test,Semantic word fluency/generativity
rbans,RBANS,Story Memory,Memory,Learning Efficiency,Story Memory,Sequential,Verbal,Untimed,scaled_score,npsych_test,Expository story learning
rbans,RBANS,Story Recall,Memory,Delayed Recall,Story Memory,Sequential,Verbal,Untimed,scaled_score,npsych_test,Long-term recall of a detailed story
rbans,RBANS,Visuospatial/Constructional Index,Visual Perception/Construction,Visual/Spatial,Visuospatial/Constructional Index,Simultaneous,Nonverbal,Untimed,standard_score,npsych_test,Broad visuospatial processing
rds,Reliable Digit Span,Reliable Digit Span,Performance Validity,Cognitive Effort,Span,NA,NA,NA,raw_score,validity_indicator,Reliable digit span total score of
rocft,Rey Complex Figure,ROCFT Copy,Visual Perception/Construction,Organization,Figure Copy,Planning,Nonverbal,Untimed,t_score,npsych_test,"Copying of a complex figure requiring visuospatial integration, planning and organization, and efficient encoding of visuospatial material"
rocft,Rey Complex Figure,ROCFT Delayed Recall,Memory,Delayed Recall,Visual Memory,Simultaneous,Nonverbal,Untimed,t_score,npsych_test,"Spontaneous, long-term delayed recall (20-25 min) recall and reproduction of a complex abstract figure"
tmt,Trail Making Test,"TMT, Part A",Attention/Executive,Processing Speed,Psychomotor Speed,Sequential,Nonverbal,Timed,t_score,npsych_test,"Visual search speed, scanning, speed of processing, and motor speed and coordination on Part A of the Trail Making Test"
tmt,Trail Making Test,"TMT, Part A",Attention/Executive,Processing Speed,Psychomotor Speed,Planning,Nonverbal,Timed,t_score,npsych_test,"Visual search speed, scanning, speed of processing, and motor speed and coordination on Part A of the Trail Making Test"
tmt,Trail Making Test,"TMT, Part B",Attention/Executive,Attention,Attentional Fluency,Attention,Nonverbal,Timed,t_score,npsych_test,"Performance on a measures that requires cognitive flexibility, divided attention, visual search, and the ability to shift cognitive sets between number and letter sequences"
tomm,Test of Memory Malingering,TOMM Trial 1,Performance Validity,Cognitive Effort,Forced-Choice Recognition Memory,NA,NA,NA,raw_score,npsych_test,TOMM first trial
tomm,Test of Memory Malingering,TOMM Trial 2,Performance Validity,Cognitive Effort,Forced-Choice Recognition Memory,NA,NA,NA,raw_score,npsych_test,TOMM second trial
wais4,WAIS-IV,Arithmetic,Attention/Executive,Working Memory,Working Memory Capacity,Attention,Verbal,Timed,scaled_score,npsych_test,Solving math word problems in working memory
wais4,WAIS-IV,Block Design,Visual Perception/Construction,Construction,Block Construction,Simultaneous,Nonverbal,Timed,scaled_score,npsych_test,Understanding visual-spatial relationships to construct unfamiliar geometric designs from a model
wais4,WAIS-IV,Cancellation,Attention/Executive,Attention,Attentional Fluency,Attention,Nonverbal,Timed,scaled_score,npsych_test,"Selective visual attention, visual discrimination, and visual-perceptual processing"
wais4,WAIS-IV,Coding,Attention/Executive,Processing Speed,Cognitive Efficiency,Planning,Nonverbal,Timed,scaled_score,npsych_test,"Efficiency of psychomotor speed, visual scanning ability, and visual-motor coordination"
wais4,WAIS-IV,Figure Weights,Visual Perception/Construction,Reasoning,General Sequential Reasoning,Simultaneous,Nonverbal,Timed,scaled_score,npsych_test,General sequential (deductive) reasoning and quantitative reasoning
wais4,WAIS-IV,Full Scale (FSIQ),General Cognitive Ability,General Intelligence,General Intelligence,NA,NA,NA,standard_score,npsych_test,General intellectual ability
wais4,WAIS-IV,General Ability (GAI),General Cognitive Ability,General Intelligence,General Intelligence,NA,NA,NA,standard_score,npsych_test,A subset of intellectual functioning with reduced influences of working memory and processing speed
wais4,WAIS-IV,Information,Verbal/Language,Knowledge,World Knowledge,Sequential,Verbal,Untimed,scaled_score,npsych_test,General world knowledge and ability to recall and understand information
wais4,WAIS-IV,Letter-Number Sequencing,Attention/Executive,Working Memory,Verbal Working Memory,Attention,Verbal,Untimed,scaled_score,npsych_test,Maintenance and resequencing of progressively lengthier number and letter strings in working memory
wais4,WAIS-IV,Matrix Reasoning,Visual Perception/Construction,Reasoning,Nonverbal Reasoning,Simultaneous,Nonverbal,Untimed,scaled_score,npsych_test,Inductive reasoning and nonverbal problem-solving
wais4,WAIS-IV,Perceptual Reasoning (PRI),General Cognitive Ability,Fluid Reasoning,Fluid Reasoning,NA,Nonverbal,Timed,standard_score,npsych_test,"Fluid Reasoning (i.e., the ability to use reasoning to identify and apply solutions to problems)"
wais4,WAIS-IV,Processing Speed (PSI),General Cognitive Ability,Processing Speed,Processing Speed,NA,Nonverbal,Timed,standard_score,npsych_test,Ability to quickly use reasoning to identify and apply solutions to problems
wais4,WAIS-IV,Similarities,Verbal/Language,Reasoning,Word Reasoning,Sequential,Verbal,Untimed,scaled_score,npsych_test,Verbal inductive reasoning
wais4,WAIS-IV,Symbol Search,Attention/Executive,Processing Speed,Cognitive Efficiency,Attention,Nonverbal,Timed,scaled_score,npsych_test,Visual-perceptual decision-making speed
wais4,WAIS-IV,Verbal Comprehension (VCI),General Cognitive Ability,Crystallized Knowledge,Crystallized Knowledge,NA,Verbal,Untimed,standard_score,npsych_test,"Verbal Comprehension (i.e., the ability to verbalize meaningful concepts, think about verbal information, and express oneself using words)"
wais4,WAIS-IV,Vocabulary,Verbal/Language,Knowledge,Word Knowledge,Sequential,Verbal,Untimed,scaled_score,npsych_test,Verbal concept formation and word knowledge
wais4,WAIS-IV,Working Memory (WMI),General Cognitive Ability,Working Memory,Working Memory,NA,Verbal,Untimed,standard_score,npsych_test,"Working memory (i.e., the ability to consciously register maintain and manipulate auditory and visual information)"
wais4_rds,WIAS-IV Reliable Digit Span,Reliable Digit Span,Performance Validity,Cognitive Effort,Span,NA,NA,NA,raw_score,npsych_test,reliable digit span
wasi2,WASI-2,Full Scale (FSIQ),General Cognitive Ability,General Intelligence,General Intelligence,NA,NA,NA,standard_score,npsych_test,General intellectual ability
wasi2,WASI-2,Perceptual Reasoning (PRI),General Cognitive Ability,Fluid Reasoning,Fluid Reasoning,NA,Nonverbal,Timed,standard_score,npsych_test,"Fluid Reasoning (i.e., the ability to use reasoning to identify and apply solutions to problems)"
wasi2,WASI-2,Similarities,Verbal/Language,Reasoning,Word Reasoning,Sequential,Verbal,Untimed,scaled_score,npsych_test,Verbal inductive reasoning
wasi2,WASI-2,Verbal Comprehension (VCI),General Cognitive Ability,Crystallized Knowledge,Crystallized Knowledge,NA,Verbal,Untimed,standard_score,npsych_test,"Verbal Comprehension (i.e., the ability to verbalize meaningful concepts, think about verbal information, and express oneself using words)"
wasi2,WASI-2,Vocabulary,Verbal/Language,Knowledge,Word Knowledge,Sequential,Verbal,Untimed,scaled_score,npsych_test,Verbal concept formation and word knowledge
wiat4,WIAT-4,Decoding Fluency,Academic Skills,Reading,Reading Fluency,Sequential,Verbal,Timed,standard_score,npsych_test,Phonic decoding fluency
wiat4,WIAT-4,Essay Composition,Academic Skills,Writing,Writing Ability,Sequential,Verbal,Untimed,standard_score,npsych_test,Spontaneous writing fluency at the discourse level
wiat4,WIAT-4,Math Fluency,Academic Skills,Math,Number Facility,Simultaneous,Nonverbal,Timed,standard_score,npsych_test,"An overall speed/fluency in solving fact-based addition, subtraction, and multiplication problems"
wiat4,WIAT-4,Math Fluency-Addition,Academic Skills,Math,Number Facility,Sequential,Nonverbal,Timed,standard_score,npsych_test,Speed of addition fact fluency
wiat4,WIAT-4,Math Fluency-Multiplication,Academic Skills,Math,Number Facility,Sequential,Nonverbal,Timed,standard_score,npsych_test,Speed of multiplication fact fluency
wiat4,WIAT-4,Math Fluency-Subtraction,Academic Skills,Math,Number Facility,Sequential,Nonverbal,Timed,standard_score,npsych_test,Speed of subtraction fact fluency
wiat4,WIAT-4,Math Problem Solving,Academic Skills,Math,Mathematical Knowledge,Simultaneous,Nonverbal,Untimed,standard_score,npsych_test,"Applying mathematical principles to real-life situations, ranging from basic concepts, everyday applications, geometry, and algebra"
wiat4,WIAT-4,Mathematics,Academic Skills,Math,Quantitative Reasoning,Simultaneous,Nonverbal,Untimed,standard_score,npsych_test,An estimate of overall mathematics skills in the domains of math comprehension and problem solving and math computation
wiat4,WIAT-4,Numerical Operations,Academic Skills,Math,Mathematical Achievement,Simultaneous,Nonverbal,Untimed,standard_score,npsych_test,"Paper-and-pencil math calculation skills, ranging from basic operations with integers to geometry, algebra, and calculus problems"
wiat4,WIAT-4,Pseudoword Decoding,Academic Skills,Reading,Reading Decoding,Sequential,Verbal,Untimed,standard_score,npsych_test,Phonic decoding skills as assessed by reading aloud a list of pseudowords
wiat4,WIAT-4,Reading Comprehension,Academic Skills,Reading,Reading Comprehension,Sequential,Verbal,Untimed,standard_score,npsych_test,"Reading comprehension skills at the level of word, sentence, and passage"
